url,category,subcategory,tanggal_publish,judul_berita,tags,konten_berita,__source_file
https://nasional.kompas.com/read/2025/11/10/13354141/ledakan-sman-72-jakarta-jk-jangan-main-main-bully-anak,News,,2025-11-10T13:35:41,"Ledakan SMAN 72 Jakarta, JK: Jangan Main-main Bully Anak","bully, Jusuf Kalla, ledakan SMA 72, SMAN 72","Wakil Presiden (Wapres) ke-10 dan 12 Jusuf Kalla (JK) memperingatkan agar praktik bully atau perundungan tidak boleh dilakukan. JK menyampaikan itu usai pelaku peledakan di SMAN 72 Jakarta diduga merupakan korban bullying oleh teman-temannya. ""Iya itulah selalu diperingatkan, jangan main-main bully anak-anak ini ya,"" ujar JK di Gedung DPR, Senayan, Jakarta, Senin (10/11/2025). JK pun mengingatkan pemerintah agar persoalan pendidikan benar-benar diperhatikan oleh pemerintah. ""Iya ini soal pendidikan penting untuk betul-betul seperti itu,"" imbuhnya. Sebagai informasi, terduga pelaku peledakan di SMAN 72, Kepala Gading, Jakarta Utara, diketahui masih berusia 17 tahun. Kapolri Jenderal Listyo Sigit Prabowo mengatakan, terduga pelaku merupakan siswa dari SMAN 72 Jakarta. Kompas.com mengonfirmasi kejadian ledakan kepada tiga orang siswa SMAN 72 yang datang ke Rumah Sakit (RS) Islam Cempaka Putih pada Jumat malam. Ketiganya yakni K (17), R (16), dan M (17) yang sedang menjenguk teman-teman mereka yang menjadi korban ledakan di sekolah. K mengatakan, ia dan rekan-rekannya menduga pelaku adalah siswa yang fotonya tersebar sedang berada di dekat senjata usai peristiwa ledakan terjadi. Dugaan itu karena siswa tersebut satu-satunya yang berada di dekat senjata. Namun, ketiga siswa enggan mengungkap nama siswa yang dimaksud. K hanya mengatakan, terduga pelaku merupakan siswa kelas XII IPS. ""Kenalnya dari TK. Dia lebih tua satu tahun di atas saya,"" ujar K. Saat masih kecil, siswa itu cukup ceria dan mereka sering bermain bersama. Namun, ketika sudah dewasa, siswa tersebut dikenal pendiam. Meski begitu, K masih sering bertegur sapa dengan siswa tersebut.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/13395211/periksa-eks-sekjen-kemnaker-kpk-telusuri-prosedur-perizinan-tka,News,,2025-11-10T13:39:52,"Periksa Eks Sekjen Kemnaker, KPK Telusuri Prosedur Perizinan TKA","pemerasan, KPK, RPTKA, Heri Sudarmanto, kasus kemnaker kpk, kasus kemenaker","Penyidik Komisi Pemberantasan Korupsi (KPK) menggali soal prosedur pengesahan Rencana Penggunaan Tenaga Kerja Asing (RPTKA) dalam pemeriksaan terhadap eks Sekretaris Jenderal (Sekjen) Kementerian Ketenagakerjaan (Kemenaker), Heri Sudarmanto, sebagai tersangka. ""Dalam pemeriksaan hari ini, penyidik mendalami prosedur pengesahan RPTKA di Kemenaker,"" kata Juru Bicara KPK, Budi Prasetyo, saat dikonfirmasi, Senin (10/11/2025). Selain itu, penyidik juga menelusuri pengetahuan Heri Sudarmanto terkait pemerasan terhadap para pengaju RPTKA saat masih menjabat sebagai Direktur Penggunaan Tenaga Kerja Asing (PPTKA) periode 2010-2015, serta Direktur Jenderal Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja (Binapenta dan PKK) pada periode 2015-2017. ""Penyidik juga menggali pengetahuan saudara HS kepada para pengaju RPTKA di Kemenaker saat periode yang bersangkutan sebagai Direktur PPTKA dan Dirjen Binapenta & PKK,"" ungkap dia. KPK sebelumnya telah melakukan penahanan secara bertahap terhadap 8 orang tersangka pada pertengahan Juli 2025. Kedelapan tersangka adalah Suhartono (SH) selaku eks Dirjen Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja (Binapenta dan PKK); Haryanto (HY) selaku Dirjen Binapenta Kemenaker periode 2024-2025 sekaligus Staf Ahli Menaker. Kemudian, Wisnu Pramono (WP) selaku Direktur Pengendalian Penggunaan TKA (PPTKA) Kemenaker tahun 2017-2019; Devi Angraeni (DA) selaku Koordinator Uji Kelayakan Pengesahan Pengendalian Penggunaan TKA; Gatot Widiartono (GTW) selaku Kepala Sub Direktorat Maritim dan Pertanian di Direktorat Jenderal Pembinaan Penempatan Tenaga Kerja dan Perluasan Kesempatan Kerja; serta Putri Citra Wahyoe (PCW), Jamal Shodiqin (JMS), dan Alfa Eshad (ALF) selaku staf. KPK mengatakan, para tersangka telah menerima uang hasil pemerasan sebesar Rp 53,7 miliar dari para pemohon izin RPTKA selama periode 2019-2024. Budi merinci uang yang diterima para tersangka di antaranya, Suhartono (Rp 460 juta), Haryanto (Rp 18 miliar), Wisnu Pramono (Rp 580 juta), Devi Angraeni (Rp 2,3 miliar), Gatot Widiartono (Rp 6,3 miliar), Putri Citra Wahyoe (Rp 13,9 miliar), Alfa Eshad (Rp 1,8 miliar), dan Jamal Shodiqin (Rp 1,1 miliar).",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/09373331/ragam-suara-parpol-soal-usulan-soeharto-diberi-gelar-pahlawan-nasional,News,,2025-11-10T09:37:33,Ragam Suara Parpol soal Usulan Soeharto Diberi Gelar Pahlawan Nasional,"pahlawan nasional, Soeharto, Prabowo Subianto, gelar pahlawan nasional, Gelar Pahlawan Nasional 2025, Soeharto diberi gelar pahlawan nasional, Soeharto diberi gelar pahlawan nasional hari ini, Prabowo beri gelar pahlawan nasional kepada Soeharto, Prabowo beri Soeharto gelar pahlawan nasional, Prabowo anugerahkan gelar pahlawan nasional","Nama Presiden ke-2 Republik Indonesia Soeharto rencananya akan menerima gelar pahlawan nasional oleh Presiden Prabowo Subianto pada Senin (10/11/2025) atau bertepatan dengan Hari Pahlawan. Menteri Sekretaris Negara (Mensesneg) Prasetyo Hadi mengungkap, ada 10 nama yang akan menerima gelar pahlawan nasional. ""Insya Allah akan diumumkan. Iya (oleh Presiden Prabowo langsung). Kurang lebih sepuluh nama,"" ujar Prasetyo di depan kediaman pribadi Prabowo, Jakarta, Minggu (9/11/2025) malam. Pemberian gelar pahlawan nasional kepada Soeharto dan sembilan nama lainnya disebut sebagai bentuk penghormatan kepada para pemimpin terdahulu, ""Itu kan bagian dari bagaimana kita menghormati para pendahulu, terutama para pemimpin kita, yang apa pun sudah pasti memiliki jasa yang luar biasa terhadap bangsa dan negara,"" ujar Prasetyo. Sebelum pernyataan Prasetyo itu, sejumlah ketua umum dan elite partai politik telah menyampaikan sikapnya soal usulan Soeharto diberi gelar pahlawan nasional. Bagaimana sikap partai politik terkait usulan tersebut? Berikut rangkumannya dari Kompas.com: Ketua DPP Partai Demokrasi Indonesia Perjuangan (PDI-P) sekaligus Wakil Ketua Komisi X DPR MY Esti Wijayanti menyebutkan, usulan agar Soeharto menjadi pahlawan nasional merupakan sebuah kontradiksi. Esti mengatakan, penetapan Soeharto sebagai pahlawan nasional dapat menimbulkan konsekuensi pemahaman bahwa aktivis reformasi pada 1998 menggulingkan sosok pahlawan. ""Bagaimana nanti nasib para reformis ketika kemudian beliau diberi gelar pahlawan nasional? Berarti dia melawan pahlawan nasional, ada kontradiksi yang tidak mungkin itu bisa selesai begitu saja,"" kata Esti saat ditemui di Sekolah Partai PDI-P, Lenteng Agung, Jakarta Selatan, Selasa (29/10/2025). Pemberian gelar pahlawan kepada Soeharto juga menimbulkan kontradiksi lain, yakni menyangkut status korban pelanggaran hak asasi manusia (HAM) pada masa Orde Baru. Salah satunya korban pada Orde Baru adalah Marsinah, aktivis buruh yang juga diusulkan menjadi pahlawan nasional oleh Kementerian Sosial (Kemensos). ""Kemudian mereka yang menjadi korban ini harus bersama-sama menerima gelar pahlawan, ini logikanya dari mana? Nah, saya kira ini juga perlu diklirkan terlebih dahulu,"" ujar Esti. Dok. KOMPAS/Charles Dharapak Presiden Soeharto saat mengumumkan pengunduran dirinya di Istana Merdeka, Jakarta, 21 Mei 1998. Partai Gerindra dukung usulan pemberian gelar pahlawan nasional kepada Soeharto dan Presiden ke-4 RI Abdurrahman Wahid atau Gus Dur. Sekretaris Jenderal Partai Gerindra Sugiono mengatakan, kedua tokoh tersebut adalah sosok yang berhasil memimpin bangsa dan negara, serta memiliki jasa besar pada masanya masing-masing.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/09432641/densus-88-sudah-ketahui-jenis-peledak-yang-dibawa-terduga-pelaku-di-sman-72,News,,2025-11-10T09:43:26,Densus 88 Sudah Ketahui Jenis Peledak yang Dibawa Terduga Pelaku di SMAN 72,"Densus 88, sman 72 jakarta, ledakan SMAN 72, Korban ledakan SMAN 72","Juru Bicara Detasemen Khusus (Densus) 88 Antiteror Polri, AKBP Mayndra Eka Wardhana mengatakan bahwa pihaknya sudah mengetahui jenis peledak yang dibawa terduga pelaku dalam aksinya di SMAN 72 Kelapa Gading, Jakarta Utara, Jumat (7/11/2025). Namun Mayndra enggan menyebut apa jenis peledak itu. ""Untuk jenisnya telah diketahui dan bisa ditanyakan kepada otoritas Brimob Gegana atau Polda Metro Jaya,"" kata Mayndra kepada Kompas.com, Senin (10/11/2025). Mayndra melanjutkan, terdapat tujuh peledak yang ditemukan tim gabungan. Menurutnya, empat dari tujuh peledak itu meledak di dua lokasi. Sementara tiga peledak lainnya tidak meledak. ""TKP 1 (Masjid) 2 bom meledak, TKP 2 Taman Baca dan Bank Sampah terdapat 2 bom meledak. 3 yang tidak meledak,"" ungkapnya. Sebelumnya diberitakan, ledakan terjadi pada Jumat (7/11/2025) sekitar pukul 12.15 WIB di lingkungan SMAN 72 Jakarta yang berada di kompleks Kodamar TNI Angkatan Laut, Kelapa Gading. Berdasarkan keterangan saksi, letusan pertama terdengar saat khotbah Jumat sedang berlangsung, disusul ledakan kedua dari arah berbeda. Peristiwa tersebut menyebabkan puluhan korban mengalami luka bakar dan luka akibat serpihan, serta menimbulkan kepanikan di lingkungan sekolah dan masyarakat sekitar. Dari hasil penyelidikan awal, pelaku diduga merupakan salah satu siswa sekolah tersebut.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/09452171/reaksi-surya-paloh-usai-sahroni-dan-nafa-urbach-dinonaktifkan-dari-senayan,News,,2025-11-10T09:45:21,Reaksi Surya Paloh Usai Sahroni dan Nafa Urbach Dinonaktifkan dari Senayan,"Nasdem, surya paloh, Nafa Urbach, MKD, Ahmad Sahroni","Ketua Umum Partai Nasdem Surya Paloh bereaksi atas putusan Mahkamah Kehormatan Dewan (MKD) DPR kepada dua anggota Fraksi Nasdem, Ahmad Sahroni dan Nafa Urbach. Ia menegaskan bahwa Nasdem menghormati putusan MKD terhadap keduanya. ""Itu mekanisme DPR yang harus kami hormati,"" kata Surya Paloh usai Fun Walk peringatan HUT ke-14 Nasdem di NasDem Tower, Gondangdia, Menteng, Jakarta Pusat, Minggu (9/11/2025). Saat ini, Nasdem juga telah menonaktifkan Ahmad Sahroni dan Nafa Urbach. Keputusan itu diambil sebelum MKD menjatuhkan putusan penonaktifan terhadap keduanya. ""MKD melaksanakan prosesnya, sebagaimana mekanisme yang ada di dewan, saya pikir itu juga kita hormati,"" tegasnya. Paloh juga mengungkapkan bahwa partainya belum mempunyai rencana untuk melakukan pergantian antarwaktu (PAW) terhadap Ahmad Sahroni dan Nafa Urbach. ""Sampai saat ini belum,"" kata Surya Paloh. Nafa Urbach dinyatakan MKD terbukti melanggar kode etik sebagaimana diatur dalam Pasal 81 Undang-Undang Nomor 2 Tahun 2018 tentang perubahan kedua atas Undang-Undang Nomor 17 Tahun 2014 Tentang MPR, DPR, DPRD, dan DPD RI jo Pasal 2 Ayat 2 dan 4 jo Pasal 3 ayat 4 jo Pasal 5 Ayat 2 jo Pasal 9 ayat 1 Peraturan DPR RI Nomor 1 tahun 2015 tentang Kode Etik. Oleh karenanya, terhadap Nafa Urbach dijatuhi sanksi berupa penonaktifan sebagai anggota DPR RI selama tiga bulan. ""Menyatakan teradu dua, Nafa Urbach, nonaktif selama 3 bulan berlaku sejak tanggal putusan ini dibacakan, yang dihitung sejak penonaktifan yang bersangkutan sebagaimana keputusan DPP Partai Nasdem,"" kata Adang. Selain penonaktifan, MKD juga memutuskan Nafa Urbach tidak mendapatkan hak keuangan sebagai anggota dewan. Selain itu, MKD juga meminta Nafa Urbach berhati-hati dalam menyampaikan pendapat serta menjaga perilaku untuk ke depannya. Pasalnya, pernyataan Nafa Urbach yang memberikan respons atas pemberian tunjangan rumah untuk anggota dewan sebesar Rp 50 juta per bulan, dinilai tidak sesuai etika dan bisa memicu reaksi publik yang luas. Meskipun, dalam pertimbangan MKD, tidak ditemukan niat buruk dalam pernyataan Nafa Urbach. ""Mahkamah berpendapat bahwa tidak terlihat niat Teradu 2, Nafa Urbach, untuk menghina atau melecehkan siapa pun. Respons publik yang marah kepada Teradu 2 tidak mungkin terjadi apabila tidak ada penyebaran berita bohong soal anggota DPR RI yang berjoget karena kenaikan gaji,"" ujar Imron Amin. Namun, MKD menilai Nafa Urbach tetap memiliki tanggung jawab untuk memahami sensitivitas publik sebelum menyampaikan pernyataan di ruang terbuka, terutama menyangkut isu kesejahteraan pejabat negara.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/09523551/komisi-reformasi-polri-rapat-perdana-di-mabes-siang-ini,News,,2025-11-10T09:52:35,Komisi Reformasi Polri Rapat Perdana di Mabes Siang Ini,"Jimly Asshiddiqie, Mabes Polri, Rapat Perdana, Komisi Percepatan Reformasi Polri","Komisi Percepatan Reformasi Polri akan mengadakan rapat perdananya di Mabes Polri, Jakarta Selatan, Senin (10/11/2025) pukul 13.00 WIB. Rapat akan digelar di Gedung Utama Mabes Polri. ""Jam 13 di Mabes Polri,"" ucap Ketua Komisi Percepatan Reformasi Polri, Jimly Asshiddiqie kepada Kompas.com, Senin. Rapat itu akan dihadiri Jimly dan anggota Komisi Percepatan Reformasi Polri antara lain Menteri Koordinator Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan, Yusril Ihza Mahendra; Wakil Menteri Koordinator Bidang Hukum, HAM, Imigrasi, dan Pemasyarakatan, Otto Hasibuan; Menteri Dalam Negeri Tito Karnavian; dan Menteri Hukum Supratman Andi Agtas. Kemudian, Menteri Koordinator Bidang Politik, Hukum, dan Keamanan periode 2019-2024, Mahfud MD; Penasihat Khusus Presiden bidang Keamanan, Ketertiban Masyarakat, dan Reformasi Kepolisian, Ahmad Dofiri; Kapolri Jenderal Listyo Sigit Prabowo; Kapolri 2019-2021 Jenderal (Purn) Idham Aziz; dan Kapolri 2015-2016 Jenderal (Purn) Badrodin Haiti. Pembentukan komisi ini tertuang dalam Keputusan Presiden (Keppres) Nomor 122/P Tahun 2025 tentang Pengangkatan Keanggotaan Komisi Percepatan Reformasi Kepolisian Negara Republik Indonesia yang ditetapkan pada 7 November 2025. Komisi ini dilantik langsung oleh Presiden Prabowo Subianto pada Jumat (7/11/2025).",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/10073311/momentum-baru-reformasi-polri,News,,2025-11-10T10:07:33,Momentum Baru Reformasi Polri,"reformasi kepolisian, Komisi Reformasi Polri","KETIKA Presiden Prabowo Subianto menandatangani Keputusan Presiden Nomor 122/P Tahun 2025 tentang pembentukan Komisi Percepatan Reformasi Kepolisian (KPRK), publik merasakan sesuatu yang jarang muncul di tengah kelelahan politik: harapan. Dalam Komisi ini duduk sepuluh nama besar yang telah lama dikenal integritas dan kapasitas intelektualnya, yakni; Prof. Jimly Asshiddiqie sebagai ketua merangkap anggota, Prof. Yusril Ihza Mahendra, Prof. Otto Hasibuan, Jenderal (Purn) Tito Karnavian, Supratman Andi Agtas, Prof. Mahfud MD, Jenderal (Purn) Ahmad Dofiri, Kapolri Jenderal (Pol) Listyo Sigit Prabowo, Jenderal (Purn) Idham Azis, dan Jenderal (Purn) Badrodin Haiti. Deretan tokoh tersebut bukan hanya representasi dari dunia hukum, tata negara dan kepolisian, tetapi juga simbol dari semangat baru pemerintahan untuk menata ulang institusi kepolisian Indonesia, agar lebih profesional, transparan, dan selaras dengan nilai-nilai demokrasi serta hak asasi manusia. Upaya reformasi Polri sejatinya memiliki dasar hukum yang kokoh. Undang-Undang Nomor 2 Tahun 2002 tentang Kepolisian Negara Republik Indonesia menjadi fondasi utama. Dalam Pasal 2, ditegaskan bahwa fungsi kepolisian merupakan bagian dari pemerintahan negara dalam pemeliharaan keamanan, penegakan hukum, perlindungan, pengayoman, dan pelayanan kepada masyarakat. Sementara Pasal 4 menegaskan tujuan Polri: terpeliharanya keamanan dalam negeri dengan menjunjung tinggi hak asasi manusia. Reformasi Polri merupakan kelanjutan dari pemisahan kelembagaan antara TNI dan Polri sebagaimana diatur dalam Ketetapan MPR Nomor VI/MPR/2000 dan Nomor VII/MPR/2000, yang menandai lahirnya paradigma baru: kepolisian sipil dalam negara demokratis. Kini, dengan rencana Rancangan Undang-Undang Perubahan Ketiga atas UU 2/2002, pemerintah dan DPR berupaya memperkuat prinsip-prinsip demokratisasi, akuntabilitas, transparansi, serta perlindungan HAM dalam kerja-kerja kepolisian. Langkah ini sejalan dengan pandangan yang dikemukakan oleh Muradi dalam bukunya ""Politics and Governance in Indonesia: The Police in the Era of Reformasi"" (Routledge, 2014). Ia menegaskan bahwa reformasi Polri adalah proses transisi dari institusi kekuasaan menuju institusi pelayanan publik. Sementara laporan International Crisis Group berjudul ""Indonesia: National Police Reform"" (ICG Asia Report No. 13, 2001) mencatat, kemajuan reformasi hanya akan berarti bila disertai perubahan mental dan sistem pengawasan yang kuat. Dengan kerangka hukum yang semakin jelas dan kuatnya dukungan politik, Komisi ini hadir bukan untuk memulai sesuatu yang baru dari nol, tetapi untuk mempercepat yang sudah berjalan, yakni menyatukan regulasi, moralitas, dan profesionalisme dalam satu tarikan napas reformasi nyata. Komisi Percepatan Reformasi Kepolisian (KPRK) dibentuk dengan mandat jelas: menyusun peta jalan reformasi kelembagaan Polri, memperkuat tata kelola dan akuntabilitas internal, serta membangun kembali kepercayaan publik terhadap Polri. Dalam dimensi hukum, Komisi diharapkan menjadi jembatan antara kebijakan dan implementasi. Ia meninjau ulang struktur hukum Polri agar lebih adaptif terhadap perkembangan sosial, politik, dan teknologi. Dalam aspek kelembagaan, Komisi menelaah kembali sistem rekrutmen, pendidikan, karier, dan pengawasan internal agar selaras dengan semangat meritokrasi dan integritas.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/10102971/penyelidikan-ledakan-sman-72-didorong-transparan-cegah-simpang-siur,News,,2025-11-10T10:10:29,"Penyelidikan Ledakan SMAN 72 Didorong Transparan, Cegah Simpang Siur Informasi","Ledakan SMAN 72 Kelapa Gading, ledakan SMAN 72 Jakarta, sman 72 jakarta utara, SMAN 72, sman 72 jakarta ledakan, ledakan SMAN 72 Jakarta Utara","Anggota Komisi X DPR Ratih Megasari Singkarru mendorong penyelidikan peristiwa ledakan di SMAN 72, Kelapa Gading, Jakarta, dilakukan dengan transparan dan terbuka. Menurutnya, keterbukaan dari setiap perkembangan hasil penyelidikan menjadi penting untuk mencegah kesimpangsiuran berita. ""Transparansi penting untuk menghindari kesimpangsiuran berita dan berkembangnya hoaks di masyarakat, namun tentu saja harus dilakukan dengan tetap menghormati privasi peserta didik yang terlibat,"" ujar Ratih dalam keterangannya, dikutip Senin (10/11/2025). Ratih menjelaskan, saat ini sudah muncul banyak simpang siur informasi terkait ledakan di SMAN 72 Jakarta yang terjadi pada Jumat (7/11/2025). Salah satunya soal perundungan atau bullying yang disebut menjadi motif pelaku melakukan peledakan di lingkungan sekolah tersebut. ""Jika dalam penyelidikan nanti terbukti benar bahwa ada unsur perundungan yang melatarbelakangi insiden mengerikan ini, maka ini adalah alarm darurat bagi dunia pendidikan kita,"" tegas Ratih. Selain peristiwa ledakan di SMAN 72 Jakarta, dugaan kasus perundungan itu juga harus ditelusuri oleh pihak berwajib. Menurutnya, perundungan bukan lagi kenakalan remaja yang bisa dikompromi lagi, karena perbuatan tersebut dapat memicu tragedi kemanusiaan. Ratih mengajak seluruh pemangku kepentingan pendidikan untuk aktif mengawasi, mencegah, serta menindak tegas segala bentuk perundungan. ""Ini adalah tanggung jawab kita bersama untuk menciptakan lingkungan belajar yang aman dan suportif bagi setiap anak,"" ujar politikus Partai Nasdem itu. Diketahui, ledakan terjadi di lingkungan SMAN 72 Jakarta yang berada di kompleks Kodamar TNI Angkatan Laut, Kelapa Gading, pada Jumat (7/11/2025) sekitar pukul 12.15 WIB. Dari hasil penyelidikan awal, pelaku diduga merupakan salah satu siswa sekolah tersebut. Siswa itu dikabarkan mengalami perundungan (bullying) yang diduga menjadi salah satu motif di balik aksi itu. Polisi juga menemukan sejumlah barang bukti di lokasi, termasuk benda yang mirip senjata airsoft gun dan revolver. Setelah pemeriksaan lebih lanjut, senjata tersebut dipastikan hanyalah mainan. Polda Metro Jaya bersama instansi terkait masih melakukan investigasi lanjutan untuk memastikan motif dan penyebab pasti ledakan.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/10131341/sultan-tidore-zainal-abidin-syah-akan-diberi-gelar-pahlawan-nasional-hari,News,,2025-11-10T10:13:13,Sultan Tidore Zainal Abidin Syah Akan Diberi Gelar Pahlawan Nasional Hari Ini,"pahlawan nasional, Sherly Tjoanda, Sultan Zainal Abidin Syah, Gubernur Irian Barat","Gubernur Maluku Utara, Sherly Tjoanda, mengatakan tokoh asal Tidore, Sultan Zainal Abidin Syah, akan mendapat gelar Pahlawan Nasional dari Presiden RI Prabowo Subianto. Sherly menyebut Zainal Abidin Syah merupakan Sultan Tidore ke-37. Zainal juga dikenal sebagai Gubernur Irian Barat pertama. ""Jadi hari ini adalah penganugerahan gelar Pahlawan Nasional kepada Sultan Zainal Abidin Syah, Sultan Tidore ke-37, dan juga merupakan tokoh pemersatu Wilayah Papua Barat, Irian Barat pada masa itu ke dalam negara kesatuan Republik Indonesia,"" ujar Sherly di Istana, Jakarta, Senin (10/11/2025). Menurut Sherly, Sultan Zainal Abidin Syah merupakan sosok penting dalam kedaulatan Indonesia. ""Beliau juga merupakan Gubernur Irian Barat pertama yang ditunjuk langsung oleh Presiden Soekarno pada masa itu di tahun 1956, dan beliau adalah tokoh penting dalam menjaga kesatuan wilayah kedaulatan Indonesia,"" lanjutnya. Dia juga menilai pemberian gelar ini merupakan penghormatan dari negara terhadap kontribusi Maluku Utara dalam menjaga kedaulatan Indonesia. ""Penganugerahan hari ini bukan hanya sebuah penghormatan kepada Sultan, tapi bagi kami suatu pengakuan bahwa ada kontribusi besar dari Maluku Utara dan Indonesia Timur dalam menjaga kedaulatan Republik Indonesia,"" ucap dia lagi. Diketahui, Presiden RI Prabowo Subianto akan mengumumkan 10 nama calon penerima gelar Pahlawan Nasional pada Senin (10/11/2025) hari ini. Adapun pemberian gelar Pahlawan Nasional kepada sepuluh orang itu adalah bentuk penghormatan lantaran dianggap telah berjasa kepada bangsa ini. ""Itu kan bagian dari bagaimana kita menghormati para pendahulu, terutama para pemimpin kita, yang apa pun sudah pasti memiliki jasa yang luar biasa terhadap bangsa dan negara,"" kata Menteri Sekretaris Negara Prasetyo Hadi di Jalan Kertanegara, Selong, Kebayoran Baru, Jakarta Selatan, Minggu (9/11/2025) kemarin.",kompas_news_scraped.csv
https://nasional.kompas.com/read/2025/11/10/10292101/prabowo-anugerahkan-gelar-pahlawan-nasional-ke-10-tokoh-gus-dur-soeharto,News,,2025-11-10T10:29:21,"Prabowo Anugerahkan Gelar Pahlawan Nasional ke 10 Tokoh: Gus Dur, Soeharto, hingga Marsinah","10 tokoh, gelar pahlawan nasional, Istana Negara, Soeharto pahlawan nasional, prabowo subianto, gelar pahlawan nasional soeharto, Prabowo beri gelar pahlawan nasional kepada Soeharto, penerima gelar pahlawan nasional 2025","Presiden Prabowo Subianto menganugerahkan gelar pahlawan nasional kepada 10 tokoh di Istana Negara, Kompleks Istana Kepresidenan, Jakarta Pusat, pada Senin (10/11/2025). Adapun acara penganugerahan dimulai dengan pengumandangan lagu ""Indonesia Raya"". Kemudian, dilanjutkan dengan prosesi mengheningkan cipta yang dipimpin oleh Presiden Prabowo, diiringi dengan lagu mengheningkan cipta. ""Marilah kita sejenak mengenang arwah dan jasa-jasa para pahlawan yang telah berkorban untuk kemerdekaan, kedaulatan, dan kehormatan bangsa Indonesia yang telah memberi segala-galanya agar kita bisa hidup merdeka dan kita bisa hidup dalam alam yang sejahtera,"" kata Prabowo saat mengheningkan cipta. Penganugerahan ini diberikan berdasarkan Keputusan Presiden Republik Indonesia (Keppres) Nomor 116/TK/Tahun 2025 tentang Penganugerahan Gelar Pahlawan Nasional yang ditetapkan di Jakarta pada tanggal 6 November 2025. ""Menganugerahkan gelar pahlawan nasional kepada mereka yang namanya tersebut dalam lampiran keputusan ini sebagai penghargaan dan penghormatan yang tinggi, atas jasa-jasanya yang luar biasa, untuk kepentingan mewujudkan persatuan dan kesatuan bangsa,"" bunyi kutipan Keppres. Dari 10 tokoh, ada dua nama Presiden RI yang diberikan gelar. Mereka adalah Presiden ke-4 Abdurrahman Wahid alias Gus Dur dan Presiden ke-2 RI Soeharto. Ada pula Marsinah yang sudah diusulkan sejak tahun-tahun sebelumnya sebagai tokoh yang dikenal memperjuangkan buruh. Berikut ini 10 nama yang dianugerahi gelar pahlawan nasional oleh Prabowo:",kompas_news_scraped.csv
