url,category,subcategory,tanggal_publish,judul_berita,tags,konten_berita
https://bola.kompas.com/read/2025/11/08/22150008/link-live-streaming-sunderland-vs-arsenal-di-liga-inggris-2025-2026,Bola,Liga Inggris,2025-11-08 22:15:00,Link Live Streaming Sunderland Vs Arsenal di Liga Inggris 2025-2026.,"Arsenal, Sunderland, Mikel Arteta, Jadwal Liga Inggris, liga inggris 2025-2026, sunderland vs arsenal","Pekan ke-11 Liga Inggris 2025-2026 akan menghadirkan laga seru antara Sunderland dan Arsenal. Laga panas Sunderland Vs Arsenal akan digelar di Stadium of Light, pada Minggu (9/11/2025) pukul 00. 30 WIB. Arsenal bertekad meneruskan catatan positifnya kala menantang Sunderland. Tiga poin akan memperpanjang rekor 6 kemenangan beruntun di laga Inggris, atau 11 kemenangan di semua kompetisi. The Gunners saat ini juga memegang rekor cleansheet di 8 pertandingan belakang usai terakhir dibobol Newcastle pada 28 September lalu. Kemenangan juga akan membuat posisi Arsenal di puncak klasemen semakin kokoh dan menjauh dari kejaran Man City dan Liverpool. Sementara bagi Sunderland, hasil imbang atas Everton pekan lalu membuat posisi mereka yang sempat berada di 3 besar kini turun ke posisi ke-4. Menghadapi Arsenal akan menjadi ujian besar bagi The Black Cats terlebih sang lawan tengah dalam performa terbaiknya. Mikel Arteta menatap laga penting kontra Sunderland dengan mengincar hasil maksimal demi menjaga posisi puncak klasemen. Kemenangan telak 3-0 atas Slavia Prague di Liga Champions tengah pekan lalu justru tak membuat Arteta lekas puas. “Ini bukan soal pujian, tapi soal melakukannya lagi dan lagi, ” ujar Arteta di Sobha Realty Training Centre, Jumat (7/11/2025), dikutip dari situs resmi klub. “Hari ini kami berlatih sebaik mungkin untuk memperbaiki diri, memahami permainan, dan besok adalah hari untuk mengeksekusinya di lapangan,"" kata dia. Arteta menilai meski Arsenal tengah dalam performa stabil, ada beberapa aspek yang bisa ditingkatkan saat melawan Sunderland. “Segalanya bisa ditingkatkan, karena kami belajar dari tim dan lawan setiap hari, ” lanjut Arteta. “Pertandingan besok akan sangat berbeda dibanding laga melawan Slavia atau pekan sebelumnya. Kami harus cepat membaca permainan dan memahami apa yang dibutuhkan untuk menang. ”"
https://bola.kompas.com/read/2025/11/09/02385158/hasil-sunderland-vs-arsenal-2-2-rekor-kemenangan-the-gunners-berakhir,Bola,Liga Inggris,2025-11-09 02:38:51,Hasil Sunderland Vs Arsenal 2-2: Rekor Kemenangan The Gunners Berakhir.,"Liga Inggris, Premier League, Arsenal, Sunderland, Hasil Liga Inggris, sunderland vs arsenal","Arsenal harus puas berbagi angka dengan Sunderland pada lanjutan pekan ke-11 Liga Inggris 2025-2026. Bertanding di Stadium of Light pada Minggu (9/11/2025) dini hari WIB, Arsenal hanya mampu bermain imbang 2-2 melawan Sunderland. Dua gol Sunderland dicetak di babak pertama oleh Danny Ballard (36') dan di masa tambahan waktu babak kedua oleh Brian Brobbey (90+4'). Sementara itu, gol Arsenal dicetak di babak kedua lewat upaya Bukayo Saka (54') dan Leandro Trossard (74'). Hasil ini membuat rekor 100 persen kemenangan Arsenal berakhir usai sebelumnya berhasil meraih 13 kemenangan beruntun di musim ini. Meski imbang, Arsenal masih berada posisi puncak klasemen Liga Inggris di pekan ke-11 dengan koleksi 26 poin. Sunderland memperlihatkan permainan berbeda melawan pemuncak klasemen Arsenal. Meski demikian, Arsenal tetap menguasai jalannya pertandingan dan mendapat sejumlah peluang. Pad menit ke-18, Declan Rice nyaris membawa Arsenal unggul namun sepakan jarak jauhnya masih melebar. Sunderland justru berhasil mencetak gol lewat Danny Ballard memaksimalkan umpan dari Nordi Mukiele. Skor 1-0 untuk keunggulan Sunderland tetap bertahan hingga akhir babak pertama. Arsenal langsung tancap gas di awal babak kedua demi mengejar ketertinggalan dari Sunderland. Eberechi Eze langsung mengancam di menit ke-46 namun sepakan kaki kirinya masih dapat diblok. The Gunners akhirnya pecah telur di menit ke-54 lewat gol Bukayo Saka memaksimalkan assist dari Mikel Merino. Skor berubah 1-1. Arsenal berhasil comeback di menit ke-74 lewat aksi Leandro Trossard melalui tendangan jarak jauhnya yang gagal diantisipasi oleh Robin Roefs."
https://bola.kompas.com/read/2025/11/09/04575578/hasil-chelsea-vs-wolves-3-0-the-blues-pesta-gol-naik-ke-posisi-dua,Bola,Liga Inggris,2025-11-09 04:57:55,"Hasil Chelsea Vs Wolves 3-0: The Blues Pesta Gol, Naik ke Posisi Dua.","Liga Inggris, Premier League, Hasil Liga Inggris, Wolves, Joao Pedro, Wolverhampton Wanderers, Chelsea vs Wolves, Chelsea, Pedro Neto , Chelsea vs Wolverhampton, Hasil Chelsea vs Wolves","Chelsea berpesta tiga gol saat menjamu Wolverhampton Wanderers. Gol Pedro Neto memastikan hasil Chelsea vs Wolves 3-0. Pedro Neto mencetak gol ke gawang mantan klubnya dan mengunci kemenangan Chelsea atas Wolverhampton Wanderers di Stadion Stamford Bridge. Dalam partai Liga Inggris 2025-2026 Chelsea vs Wolves, Sabtu (8/11/2025) atau Minggu dini hari WIB gol-gol Malo Gusto (51'), Joao Pedro (65'), dan Pedro Neto (71') membuahkan kemenangan buat tuan rumah. Raihan hasil sempruna ini menjadi reaksi terbaik bagi Chelsea yang tengah pekan silam hanya membawa pulang hasil seri 2-2 dalam laga tandang ke markas klub Azerbaijan, Qarabag, dalam partai Liga Champions. Berkat kemenangan atas Wolves, Chelsea berhak menempati peringkat kedua klasemen sementara Liga Inggris 2025-2026. Chelsea saat ini meraup 20 poin dari 11 pertandingan. Tim beralias The Blues berselisih enam angka dari sang pemuncak klasemen Arsenal. Di sisi lain, Wolves masih jadi juru kunci Premier League lantaran baru meraup dua angka dari 11 kali bertanding. Kemenangan mantap Chelsea atas Wolves diraih lewat perjuangan keras. Tim asuhan Enzo Maresca sempat dibuat kesulitan menembus pertahanan Wolves. Babak pertama laga Chelsea vs Wolves berkesudahan tanpa gol. Gawang Wolves bisa bersih berkat penyelamatan sang kiper Sam Johnstone. Chelsea memang lebih dominan di paruh pertama dengan melepas tiga tembakan. Di sisi lain, Wolves tak sekali pun menebar ancaman ke gawang Chelsea. Kebuntuan laga baru pecah pada awal babak kedua. Malo Gusto mencetak gol pertamanya di level senior setelah mencocor operan silang Alejandro Garnacho pada menit ke-51. Setelah itu, beban Chelsea seperti terangkat. Tak sampai 10 menit, The Blues berhasil menggandakan skor. Estevao bisa melepaskan operan silang meski ia dikawal oleh dua pemain Wolves. Bola kiriman sang pemain muda Brasil sedikit membentur lawan dan bergulir ke arah Joao Pedro. Berada dalam posisi tak terkawal, Joao Pedro tanpa kesulitan menyarangkan bola ke gawang Wolves. Joao Pedro pun menjadi pemain Brasil keenam yang mampu mengemas gol dalam partai ke-100 di Premier League setelah David Luiz, Gabriel Jesus, Fred, Joelinton, dan Douglas Luiz."
https://bola.kompas.com/read/2025/11/09/05235428/hasil-dan-klasemen-liga-inggris-arsenal-terjegal-mu-tunda-lagi-ke-empat-besar,Bola,Liga Inggris,2025-11-09 05:23:54,"Hasil dan Klasemen Liga Inggris: Arsenal Terjegal, MU Tunda Lagi ke Empat Besar.","Manchester United, Liga Inggris, Arsenal, Hasil Liga Inggris, Klasemen Liga Inggris, MU, Bryan Mbeumo, skor sunderland vs arsenal, skor tottenham vs man united, posisi arsenal","Hasil Liga Inggris untuk sebagian laga pekan ke-11 yang bergulir Sabtu (8/11/2025) malam hinngga Minggu (9/11/2025) dini hari WIB memunculkan beberapa skor mengejutkan. Arsenal ditahan oleh Sunderland, sedangkan Manchester United (MU) kembali meraih hasil imbang. Skor Sunderland vs Arsenal berakhir 2-2. Hasil imbang ini membuat Arsenal gagal melanjutkan tren positif di jalur kemenangan karena hanya meraih satu poin di markas Sunderland. Di sisi lain, Man United belum bisa meraih poin penuh dalam dua laga beruntun. Terbaru, anak asuh Ruben Amorim hanya meraih hasil imbang di markas Tottenham Hotspur. Arsenal sejatinya berpotensi menang saat melawan Sunderland. Sebab, mereka berhasil membalikkan situasi. Usai tertinggal oleh gol Daniel Ballard (36'), Arsenal mencetak dua gol di babak kedua via aksi Bukayo Saka (54') dan Leandro Trossard (74'). Namun, keunggulan Arsenal buyar di masa tambahan waktu saat Brian Brobbey mencetak gol penyeimbang (90+4'). Skor Sunderland vs Arsenal menjadi imbang 2-2. Arsenal kini masih memimpin klasemen Liga Inggris dengan perolehan 26 poin dari 11 pertandingan. Namun, hasil imbang Arsenal di markas Sunderland membuat The Gunners tak bisa menjauh dari pesaingnya akhir pekan ini. Arsenal saat ini hanya unggul 5 poin dari Chelsea, yang melesat ke peringkat ke-2 usai mengandaskan Wolves 3-0. Posisi Arsenal masih bisa dipepet oleh Manchester City, yang kini mengumpulkan 19 poin dan menduduki posisi ke-3. Apalagi, Manchester City belum bertanding di pekan ke-11 Liga Inggris. Mereka akan meladeni Liverpool dalam big match Liga Inggris malam ini, Minggu (9/11/2025) pukul 23. 30 WIB. Skor Tottenham vs Man United yang berakhir 2-2 menyebabkan The Red Devils harus menunda upaya mereka melesat ke empat besar Liga Inggris. Pasalnya, ini jadi hasil imbang kedua secara berturut-turut bagi MU setelah ditahan Nottingham Forest di laga sebelumnya. Man United saat ini mengumpulkan 18 poin dari 11 laga. Mereka saat ini bertengger di peringkat ke-8. Man United unggul lebih dulu via gol Bryan Mbeumo di menit ke-32. Namun, Tottenham bisa bangkit dengan mencetak dua gol sekaligus di 10 menit terakhir laga, yakni lewat Mathys Tel (84') dan Richarlison (90+1'). Matthijs de Ligt lantas menyelamatkan MU dari kekalahan lewat golnya di menit ke-90+6. Atas hasil ini, Man United menutup peluang untuk meroket ke peringkat ke-2 klasemen Liga Inggris setelah kembali membuang dua poin akhir pekan ini. Berikut ini adalah hasil lengkap laga Liga Inggris yang bergulir Sabtu (8/11/2025) malam hingga Minggu (9/11/2025) dini hari WIB: Tottenham vs Man United 2-2 Everton vs Fulham 2-0 West Ham vs Burnley 3-2 Sunderland vs Arsenal 2-2 Chelsea vs Wolves 3-0 Keterangan: No: Peringkat D: Dimainkan M: Menang S: Seri K: Kalah -/+: Selisih Gol P: Poin *Update terakhir Minggu (9/11/2025) pukul 05: 08 WIB"
https://bola.kompas.com/read/2025/11/09/05522178/sunderland-vs-arsenal-2-2-arteta-sakit-perut-usai-tren-positif-dan-rekor,Bola,Liga Inggris,2025-11-09 05:52:21,"Sunderland Vs Arsenal 2-2, Arteta Sakit Perut Usai Tren Positif dan Rekor Cleansheet Tercoreng.","Liga Inggris, Arsenal, Mikel Arteta, Klasemen Liga Inggris, pelatih arsenal, skor sunderland vs arsenal, rekor cleansheet arsenal","Pelatih Arsenal, Mikel Arteta, mengaku merasa “sakit perut” setelah timnya gagal menjaga keunggulan atas Sunderland. Skor Sunderland vs Arsenal berakhir 2-2 dalam lanjutan Liga Inggris, Sabtu (8/11/2025) malam WIB. Padahal, The Gunners sempat unggul 1-2. Hasil tersebut memutus catatan lima kemenangan beruntun Arsenal di Liga Inggris dan 10 kemenangan di semua ajang. Selain itu, rekor cleansheet Arsenal dalam 8 laga sebelumnya akhirnya tercoreng oleh dua gol Sunderland pekan ini. Gol penyama dari Brian Brobbey pada menit keempat masa injury time membuat laga berakhir imbang. Arsenal sebelumnya unggul berkat gol Bukayo Saka dan Leandro Trossard setelah sempat tertinggal lebih dulu di babak pertama. “Saya merasa sakit perut, ” ujar Arteta seusai laga, dilansir dari ESPN. ""Saya tidak ingin kebobolan gol apa pun. Itu adalah gol yang menempatkan pertandingan dalam posisi yang sulit,"" lanjut Arteta, merujuk gol penyama Brian Brobbey. Arteta menyebut hasil ini membuat timnya kecewa karena sudah berada di jalur kemenangan. ""Perasaan terakhir, kekecewaan dan frustrasi karena kami menginginkan tiga poin dan kami harus melewati pertandingan yang sangat sulit,"" ucap Arteta. ""Kami tahu itu, sangat mengganggu. Kami harus menghadapi situasi yang jelas sulit dihadapi. Mereka (Sunderland) bermain sangat baik, kami kebobolan gol yang tidak sesuai standar kami,"" lanjut Arteta. Meski begitu, Arteta tetap memuji reaksi timnya yang mampu bangkit setelah tertinggal. “Tim bereaksi sangat baik, menunjukkan keberanian dan kepribadian, lalu mendominasi permainan, ” katanya. “Namun saat mereka menempatkan banyak pemain di kotak penalti, kami seharusnya bisa bertahan lebih baik. Hari ini kami tidak melakukannya. ”"
https://bola.kompas.com/read/2025/11/09/06042418/tottenham-vs-man-united-2-2-kata-amorim-usai-mu-5-laga-tanpa-kalah,Bola,Liga Inggris,2025-11-09 06:04:24,"Tottenham Vs Man United 2-2, Kata Amorim Usai MU 5 Laga Tanpa Kalah.","Manchester United, Liga Inggris, Premier League, Tottenham Hotspur, Man United, Hasil Liga Inggris, Matthijs de Ligt, Tottenham vs Man United, Ruben Amorim, Bryan Mbeumo","Man United racikan Ruben Amorim memastikan catatan tak terkalahkan mereka memanjang ke lima laga. MU mencuri satu poin dari markas Tottenham Hasil Tottenham vs Man United menunjukkan skor sama kuat 2-2. Drama terjadi dalam laga pekan ke-11 Liga Inggris 2025-2026 yang digelar di Stadion Tottenham Hotspur, London, Sabtu (8/11/2025) tersebut. Manchester United memastikan kedudukan imbang 2-2 berkat gol menit akhir sang bek, Matthijs de Ligt pada menit ke-90+6. Pasukan Ruben Amorim sebelumnya sudah begitu dekat dengan kekalahan meski sempat memimpin via gol Bryan Mbeumo pada menit ke-32. Tottenham bangkit usai tertinggal di sebagian besar periode pertandingan. Spurs mampu membalikkan skor via torehan Mathys Tel (84') dan Richarlison (90+1'). Setelah dianggap berandil dalam terciptanya gol kebobolan kedua Man United dalam laga ini, De Ligt kemudian tampil sebagai penyelamat tim. Tandukannya pada masa injury time menghindarkan MU dari kekalahan. ""Selama pertandingan, kami merasa tiga poin itu bisa kami bawa pulang. Tapi kemudian dengan segala yang terjadi, Harry Maguire dan Casemiro diganti dan kebobolan dua gol, kami mencetak gol lagi dan itu hanya satu poin,"" tutur Ruben Amorim menjelaskan dilansir dari TNT Sports. Gol De Ligt memasikan catatan tak terkalahkan Man United memanjang jadi lima pertandingan. Sebelum ini, Manchester United meraih tiga kemenangan beruntun atas Sunderland (2-0), LIverpool (2-1), dan Brighton (4-2), lalu bermain imbang dengan Nottingham Forest (2-2). ""Ketika Anda tidak bisa menang, Anda tidak kalah, sekali lagi kami melakukannya. Kami masih banyak yang harus diperbaiki sebagai tim, karena hari ini seharusnya kami bisa memenangkan pertandingan ini,"" tutur Amorim menambahkan. Man United saat ini menghuni posisi kedelapan klasemen Liga Inggris dengan koleksi 18 poin dari 11 laga. Anak asuh Amorim hanya berselisih satu angka dari zona empat besar. ""Kami perlu mengevaluasi diri kami sendiri, kami tidak menekan dengan intensitas yang sama, kami merasa nyaman tetapi kami perlu memahami bahwa jika kami lebih berani, kami bisa mengakhiri pertandingan. ""Tapi terkadang hal ini terjadi, babak pertama lebih baik daripada babak kedua. Kami percaya pada kemampuan kami untuk mencetak gol hingga menit terakhir, ” ujar Amorim."
https://bola.kompas.com/read/2025/11/09/06202558/sunderland-vs-arsenal-2-2-arteta-bicara-dua-peluang-emas-yang-terbuang-di-menit,Bola,Liga Inggris,2025-11-09 06:20:25,"Sunderland Vs Arsenal 2-2, Arteta Bicara Dua Peluang Emas yang Terbuang di Menit Akhir.","Liga Inggris, Arsenal, Mikel Arteta, Klasemen Liga Inggris, pelatih arsenal, skor sunderland vs arsenal","Pelatih Arsenal, Mikel Arteta, menyesalkan dua peluang yang diperoleh timnya di menit akhir saat melawan Sunderland. Skor Sunderland vs Arsenal berakhir 2-2 dalam lanjutan Liga Inggris, Sabtu (8/11/2025) malam WIB. Hasil itu membuyarkan The Gunners yang sempat unggul via skor 1-2 sejak menit ke-74. Usai laga, Mikel Arteta kembali mengungkit dua peluang emas Arsenal yang diperoleh di masa injury time. Peluang itu membuat Arsenal memiliki kans untuk menang, andai mampu berbuah gol untuk The Gunners. “Di menit-menit terakhir kami punya dua peluang besar dengan Riccy dan Mikel untuk memenangkannya, dan saya pikir kami pantas mendapatkannya, ” ujar Arteta, dilansir dari ESPN. Peluang tersebut diukir oleh Riccardo Calafiori dan Mikel Merino. Kedua peluang tersebut terjadi secara beruntun. Hal ini bermula dari sundulan Calafiori, memaksimalkan umpan lambung ke tiang dekat. Namun, kiper Sunderland, Robin Roefs, menepis bola hasil tandukan gelandang Arsenal itu. Bola muntah kemudian jatuh di kaki Mikel Merino. Merino langsung menyambarnya dengan sepakan keras. Sayang, bek Sunderland, Ballard, berhasil memblok tendangan Merino dan memaksa kedudukan tetap imbang 2-2. Menurut Mikel Arteta, dua peluang emas Arsenal yang terbuang di menit-menit akhir menunjukkan bahwa The Gunners bukanlah klub sempurna. Hal tersebut menjadi bagian dari perjalanan tak mudah Arsenal di 10 laga terakhir, meski sebagian besar diukir dengan hasil positif. “Itu tidak terjadi, tapi ini menunjukkan kerja keras tim dalam 10 pertandingan terakhir, termasuk saat kehilangan beberapa pemain lini depan. Itu memperlihatkan betapa sulitnya perjalanan ini. ”"
https://bola.kompas.com/read/2025/11/09/07013568/skor-tottenham-vs-man-united-2-2-de-ligt-blak-blakan-soal-lini-depan-tim,Bola,Liga Inggris,2025-11-09 07:01:35,"Skor Tottenham Vs Man United 2-2, De Ligt Blak-blakan Soal Lini Depan Tim.","Klasemen Liga Inggris, MU, Matthijs de Ligt, Manchester United, Liga Inggris, skor tottenham vs man united, Tottenham Hotspur, Manchester United vs Tottenham Hotspur","Bek Manchester United (MU), Matthijs de Ligt, mengungkapkan kekecewaannya setelah timnya gagal meraih kemenangan melawan Tottenham Hotspur dalam laga Liga Inggris 2025-2026. Bertanding di Tottenham Hotspur Stadium, Sabtu (8/11/2025) malam waktu Indonesia Barat, skor Tottenham vs Man United berakhir dengan 2-2. Man United sempat unggul lebih dulu melalui sundulan Bryan Mbeumo pada menit ke-32. Namun, keunggulan itu sirna di babak kedua ketika Matthys Tel menyamakan kedudukan pada menit ke-84. Tottenham bahkan berbalik unggul lewat Richarlison di masa injury time, sebelum De Ligt memastikan hasil imbang dengan golnya di menit ke-90+6. Usai pertandingan, De Ligt menilai timnya seharusnya bisa meraih hasil lebih baik. Menurutnya, para penyerang Man United memiliki kecepatan yang mampu mengancam pertahanan Tottenham, tetapi tim kehilangan fokus di akhir laga. ""Kami berbahaya dengan kecepatan tinggi di lini depan,"" kata De Ligt, dikutip dari TNT Sports. ""Kami tahu kekuatan kami. Hari ini, kami seharusnya bisa bermain lebih baik di belakang pertahanan mereka. ""Kami bermain bagus dan saya pikir kami pantas mendapat hasil lebih baik. Kami mungkin sedikit lelah di babak kedua. "" Secara statistik, Tottenham unggul dalam penguasaan bola sebesar 55 persen berbanding 45 persen milik Man United. Tim tuan rumah juga mencatat sembilan tembakan dengan lima tepat sasaran, sementara Setan Merah hanya mencatat empat tembakan dengan dua ke arah gawang. Meski tertinggal dalam catatan permainan, Man United tetap mampu membawa pulang satu poin dari London. Hasil imbang ini menjadi yang kedua secara beruntun bagi Manchester United setelah sebelumnya ditahan Nottingham Forest. Tambahan satu poin membuat tim asuhan Ruben Amorim mengoleksi 18 poin dari 11 pertandingan dan menempati posisi kedelapan klasemen sementara Liga Inggris. Dengan hasil ini, Manchester United gagal mendekat ke empat besar dan menutup peluang naik ke posisi kedua klasemen Liga Inggris. Dua hasil imbang beruntun membuat langkah mereka untuk kembali bersaing di papan atas sementara Liga Inggris harus tertunda."
https://bola.kompas.com/read/2025/11/09/07021218/hasil-tottenham-vs-man-united-drama-skor-seri-bukti-mu-punya-api,Bola,Liga Inggris,2025-11-09 07:02:12,"Hasil Tottenham Vs Man United: Drama Skor Seri, Bukti MU Punya Api.","Manchester United, Liga Inggris, Premier League, Man United, Matthijs De Ligt, Tottenham vs Man United, Tottenham, Hasil Tottenham vs Man United","Man United yang menutup laga dengan 10 pemain mampu menahan Tottenham 2-2. Hasil seri jadi bukti kalau Man United masih memiliki api. Gol menit akhir Matthijs de Ligt (90+6) memastikan hasil Tottenham vs Man United 2-2. Dalam laga pekan ke-11 Liga Inggris di Stadion Tottenham Hotspur, London, Sabtu (8/11/2025) itu, Man United sempat ketinggalan 1-2 sampai periode akhir masa injury time. Tim tamu Manchester United yang membuka skor via sundulan Bryan Mbeumo (32') lantas berbalik 1-2 tertinggal usai kemasukan gol Mathys Tel (84') dan Richarlison (90+1'). Situasi sulit dihadapi Manchester United karena mereka mesti merespons itu dengan 10 orang pemain di lapangan. Ya, MU kehilangan Benjamin Sesko pada menit ke-88 karena cedera, usai menerima tekel Micky van de Ven. Saat Sesko cedera dan tak bisa melanjutkan pertandingan, pelatih Man United, Ruben Amorim, sudah menghabiskan slot pergantian pemain. Alhasil, Man United pun berupaya mencari gol penyama kedudukan dengan posisi kalah jumlah dari Tottenham. Drama belum berakhir. Man United mampu menyamakan skor setelah Matthijs de Ligt yang berdiri di tiang jauh mampu menyundul masuk operan lambung Bruno Fernandes di pengujung pertandingan. Duel Tottenham vs Man United pun tuntas 2-2. Hasil ini memastikan Man United tak terkalahkan dalam lima laga terkini di Premier League, kasta tertinggi Liga Inggris. ""Kami berbahaya dengan kecepatan tinggi di lini depan. Kami tahu kekuatan kami,"" tutur Matthijs de Ligt usai laga, dikutip dari TNT Sports. “Hari ini, kami seharusnya bisa bermain sedikit lebih banyak di belakang pertahanan mereka. Kami memainkan pertandingan yang bagus dan saya rasa kami pantas mendapatkan lebih. Mungkin kami sedikit kelelahan di babak kedua,"" tutur bek asal Belanda itu menambahkan. Raihan satu angka di kandang Tottenham dinilai De Ligt sebagai hal yang positif. MU menunjukkan karakter dan daya juang untuk mengatasi situasi sulit. “Kami merespons dengan baik. Saya bangga dengan tim yang tidak pernah menyerah untuk merebut satu poin meski bermain dengan 10 pemain,"" kata eks bek Ajax dan Juventus tersebut. “Tahun lalu kami kalah 1-0 dari Nottingham Forest dan Tottenham, tapi minggu lalu dan hari ini terlihat bahwa kami masih memiliki api dalam diri untuk berjuang dan meraih poin. "" “Musim ini masih panjang, hasil imbang seperti ini lebih penting daripada kekalahan,"" kata De Ligt."
https://bola.kompas.com/read/2025/11/09/08200258/man-united-5-laga-tak-terkalahkan-senne-lammens-jimat-keberuntungan,Bola,Liga Inggris,2025-11-09 08:20:02,"Man United 5 Laga Tak Terkalahkan, Senne Lammens Jimat Keberuntungan.","Manchester United, Tottenham vs Man United, Hasil Tottenham vs Man United, premier league, Ruben Amorim, Manchester United, Senne Lammens, Tottenham Hotspur","Pelatih Manchester United, Ruben Amorim, memberikan pujian tinggi kepada kiper baru mereka, Senne Lammens, atas penampilannya yang konsisten. Senne Lammens resmi bergabung dengan Manchester United pada musim panas 2025, sebagai pengganti Andre Onana yang dipinjamkan ke Trabzonspor di Turkiye. Namun, Lammens tidak langsung mendapatkan posisi sebagai kiper utama di bawah arahan Ruben Amorim, dan harus bersaing dengan Altay Bayindir. Setelah tidak bermain selama tiga pertandingan berturut-turut, Lammens akhirnya tampil perdana dalam kemenangan 2-0 melawan Sunderland pada pekan ketujuh Liga Inggris. Sejak debutnya, Lammens telah tampil dalam lima pertandingan, mencatatkan tiga kemenangan dan dua hasil imbang tanpa pernah mengalami kekalahan. Dengan performa tersebut, Lammens semakin sahih dianggap sebagai jimat bagi Manchester United. Pada pertandingan terakhir, Lammens menunjukkan kemampuannya dengan melakukan beberapa penyelamatan krusial saat Man United bermain imbang 2-2 melawan Tottenham Hotspur pada matchweek 11 Premier League, Sabtu (8/11/2025), di Stadion Tottenham Hotspur, London. Usai pertandingan, Ruben Amorim menyatakan kepuasannya terhadap kinerja Lammens. ""Dia bermain sangat baik,"" ungkap Amorim, seperti dilansir dari TNT Sports. ""Dia sangat dewasa. Dia mengerti banyak hal bisa terjadi dalam sebuah pertandingan. Sebagai penjaga gawang, Anda harus terus maju. ""Ini seperti permainan baru setiap kali bola berada di lapangan,"" tambah mantan pelatih Sporting CP tersebut. Selanjutnya, Senne Lammens akan memperkuat Timnas Belgia dalam babak grup Kualifikasi Piala Dunia 2026 zona Eropa bulan ini. Belgia akan menjamu Makedonia Utara pada 10 Oktober dan kemudian bertandang ke Wales tiga hari setelahnya, di mana Lammens akan bersaing dengan Thibaut Courtois untuk posisi kiper utama."
https://bola.kompas.com/read/2025/11/09/11005028/man-city-vs-liverpool-haaland-di-ambang-rekor-100-gol-premier-league,Bola,Liga Inggris,2025-11-09 11:00:50,Man City Vs Liverpool: Haaland di Ambang Rekor 100 Gol Premier League.,"Manchester City, Liga Inggris, Premier League, Liverpool, Jadwal Liga Inggris, Erling Haaland, Man City vs Liverpool","Erling Haaland memburu gol ke 100 di Premier League kala Man City berjumpa Liverpool. Ia di ambang penciptaan rekor. Partai pekan ke-11 Liga Inggris 2025-2026 Man City vs Liverpool akan tersaji di Stadion Etihad, Minggu (9/11/2025) pukul 23. 30 WIB. Menarik dinantikan apakah kuartet pertahanan Liverpool yang tak berubah dalam dua pertandingan terkini bisa menahan""Sang Robot"" Erling Haaland. Erling Haaland tengah dalam performa trengginas. Sang bomber Norwegia itu telah mengemas 27 gol dari total 17 laga bersama klub dan tim nasional. “Saya merasa ini adalah versi terbaik dari diri saya. Saya tidak pernah merasa lebih baik dari sekarang,"" tutur Haaland dilansir dari situs Man City. Pertandingan melawan Liverpool bisa menjadi momen Haaland mengemas gol ke-100 di Premier League. Sejauh ini, Haaland telah mencetak 98 gol dalam 107 pertandingan di kasta teratas Liga Inggris. Sepasang gol terbarunya muncul ketika Man City menggilas Bournemouth 3-1 pada pekan lalu. Kala itu, Haaland merayakan salah satu golnya dengan berjoget ala robot. Tantangan selanjutnya bagi Haaland adalah menembus pertahanan Liverpool yang mulai kembali menemukan stabilitas. Dalam dua laga terakhir melawan Aston Villa (2-0) dan Real Madrid (1-0), pelatih Liverpool Arne Slot menurunkan kuartet pertahanan yang sama, yakni Conor Bradley, Ibrahim Konate, Virgil van Dijk, dan Andy Robertson. Kuartet bek Liverpool tersebut mesti ekstra waspada mengingat Haaland begitu tajam ketika mentas di kandang. Haaland mencatatkan dua gol di masing-masing empat laga kandang terakhirnya di Liga Inggris. Apabila tren itu berlanjut, Haaland akan mencatat rekor sebagai pemain tercepat yang mampu mencapai torehan 100 gol di Liga Inggris. Sejauh ini, rekor itu masih dipegang Alan Shearer yang membutuhkan 124 laga untuk mendulang 100 gol di Premier League. ""Saya rasa mereka tidak punya banyak kelemahan, mereka memang pernah mengalami kesulitan di sana-sini, tetapi mereka tim yang sangat bagus dan komplet, dan itu menjadikan mereka salah satu favorit untuk menjuarai Premier League lagi,"" tutur Haaland soal Liverpool. ""Mereka juara, mereka bermain dengan lencana emas di lengan baju mereka, jadi ini akan menjadi pertandingan yang sulit. ""Mereka menghabiskan banyak uang di musim panas, jadi apa yang bisa Anda katakan? Saya rasa mereka tidak punya banyak kelemahan,"" kata Haaland lagi."
